age,home_owner,income,current_address_year,personal_account_m,personal_account_y,has_debt,amount_requested,risk_score,risk_score_2,risk_score_3,risk_score_4,risk_score_5,ext_quality_score,ext_quality_score_2,inquiries_last_month,e_signed,total_employment_years,income_to_loan_ratio,composite_risk_score,pay_bi-weekly,pay_monthly,pay_semi-monthly,pay_weekly
46,0,1705,4,1,6,1,900,64400,0.829226891,0.989854552,0.648921094,0.971376033,0.839333,0.739333,5,1,5.0,1.8944444444444444,0.8598446424999999,False,False,False,True
41,1,5210,7,7,2,1,3100,70250,0.793567227,0.905739361,0.682967969,0.636024168,0.766481,0.566481,4,1,5.0,1.6806451612903226,0.75457468125,False,True,False,False
32,0,3040,3,4,3,1,600,33750,0.78257479,0.812724457,0.4158,0.526741915,0.536466,0.336466,6,0,4.0,5.066666666666666,0.6344602905,True,False,False,False
40,0,4359,1,1,7,1,400,58750,0.652965546,0.850882115,0.599959375,0.749793569,0.785924,0.585924,8,0,6.0,10.8975,0.71340015125,True,False,False,False
37,0,3225,2,3,1,1,400,58250,0.633998319,0.864181182,0.478682031,0.679530852,0.722385,0.422385,6,0,3.0,8.0625,0.664098096,True,False,False,False
26,0,2170,1,1,5,1,600,61100,0.620341176,0.832802119,0.63225625,0.67426932,0.6647,0.6647,5,0,1.0,3.6166666666666667,0.68991721625,True,False,False,False
42,1,5175,10,7,4,0,1100,72650,0.714905042,0.865471808,0.247940625,0.659191509,0.778996,0.678996,6,1,4.0,4.704545454545454,0.6218772459999999,False,True,False,False
55,0,3575,4,6,3,1,400,66500,0.754063866,0.945075417,0.723235938,0.801210092,0.621893,0.821893,6,1,5.0,8.9375,0.80589632825,True,False,False,False
55,0,2262,1,2,3,1,600,33500,0.581065546,0.84295879,0.566452344,0.824514342,0.496644,0.296644,6,0,1.0,3.77,0.7037477555,False,False,False,True
65,1,6225,3,2,4,1,2700,84300,0.713638655,0.939531334,0.600144531,0.71940606,0.898525,0.898525,13,1,5.0,2.3055555555555554,0.743180145,False,True,False,False
30,1,4500,3,1,1,1,1100,49150,0.698836134,0.873350242,0.563819531,0.816524069,0.541859,0.741859,11,1,3.0,4.090909090909091,0.738132494,True,False,False,False
44,0,3070,4,1,5,0,800,63600,0.675934454,0.997755432,0.6920125,0.835964955,0.558549,0.758549,3,0,3.0,3.8375,0.8004168352500001,True,False,False,False
46,1,2680,8,1,3,1,600,66300,0.734121849,0.897995601,0.40261875,0.637254625,0.684981,0.684981,4,0,6.0,4.466666666666667,0.66799770625,False,False,False,True
56,1,6750,11,5,2,1,800,75600,0.692414286,0.929329772,0.660085156,0.714153085,0.792252,0.892252,6,0,6.0,8.4375,0.74899557475,False,True,False,False
27,1,2460,1,3,3,1,400,50550,0.695946218,0.850803555,0.652285938,0.778271216,0.54419,0.74419,12,1,3.0,6.15,0.74432673175,True,False,False,False
54,0,5215,2,9,2,1,800,55000,0.665694118,0.99901239,0.590263281,0.820147843,0.56085,0.56085,4,1,1.0833333333333333,6.51875,0.768779408,False,False,False,True
46,0,3630,8,2,3,0,400,43800,0.711463025,0.935042198,0.674950781,0.762327464,0.864891,0.764891,4,0,2.0,9.075,0.770945867,True,False,False,False
46,1,6595,0,1,3,0,1400,66350,0.815579832,0.863171126,0.420853125,0.521761043,0.661895,0.761895,4,1,1.0,4.710714285714285,0.6553412815,True,False,False,False
34,0,2585,5,7,3,1,700,79350,0.648043697,0.874472526,0.508732031,0.669306417,0.827089,0.627089,4,0,2.0,3.692857142857143,0.67513866775,True,False,False,False
40,0,2395,2,4,3,1,700,53250,0.618028571,0.789156491,0.630896094,0.810797906,0.654146,0.554146,6,0,1.5,3.4214285714285713,0.7122197655,False,False,False,True
43,1,2100,3,3,3,1,1100,62200,0.740955462,0.853003232,0.553104688,0.54744663,0.694003,0.594003,6,0,6.25,1.9090909090909092,0.673627503,True,False,False,False
53,0,3715,2,2,7,1,1200,66000,0.5319,0.868816215,0.675978125,0.80586752,0.711637,0.711637,3,0,6.0,3.095833333333333,0.720640465,True,False,False,False
34,0,2392,0,2,7,1,550,62850,0.773941176,0.924952864,0.73420625,0.872921464,0.804899,0.704899,7,1,5.833333333333333,4.349090909090909,0.8265054384999999,False,False,False,True
47,0,3655,1,2,2,1,500,56750,0.579286555,0.941764679,0.644238281,0.825411087,0.32905,0.62905,13,1,2.0,7.31,0.7476751505000001,True,False,False,False
65,0,3270,2,2,4,1,600,49150,0.736557983,0.901362453,0.64001875,0.753732231,0.699425,0.599425,8,0,4.0,5.45,0.7579178542499999,False,True,False,False
59,1,1830,2,1,3,1,350,66150,0.613035294,0.799189711,0.616054687,0.660516946,0.692784,0.592784,7,1,2.0,5.228571428571429,0.6721991595,True,False,False,False
38,0,2575,2,2,10,1,1200,84550,0.738214286,0.938263153,0.517266406,0.672161797,0.541704,0.741704,6,0,5.0,2.1458333333333335,0.7164764105000001,False,True,False,False
34,0,7295,6,5,6,1,900,47900,0.635519328,0.896716197,0.373239844,0.522462695,0.562843,0.462843,6,1,6.333333333333333,8.105555555555556,0.606984516,False,True,False,False
25,0,2990,4,9,4,1,700,70000,0.742696639,0.84303735,0.659772656,0.628927217,0.689588,0.589588,7,1,2.3333333333333335,4.271428571428571,0.7186084655,False,False,False,True
29,0,2490,0,0,1,1,400,48300,0.803055462,0.813756958,0.758478906,0.850016814,0.63685,0.83685,7,1,3.0,6.225,0.806327035,True,False,False,False
37,0,4270,2,1,4,1,600,43900,0.826810084,0.860870444,0.397483594,0.560386114,0.486029,0.686029,6,1,1.0,7.116666666666666,0.661387559,True,False,False,False
27,1,3255,4,4,2,1,400,55450,0.63167479,0.876638535,0.405051562,0.801542949,0.558053,0.558053,5,0,4.0,8.1375,0.678726959,False,False,True,False
34,0,2575,7,2,8,1,800,35550,0.679133613,0.88661564,0.842048437,0.788245794,0.799005,0.799005,6,0,8.0,3.21875,0.7990108709999999,False,False,False,True
32,1,3540,4,1,5,0,800,61100,0.41317395,0.895795924,0.715957812,0.737700345,0.723039,0.823039,6,1,4.0,4.425,0.6906570077499999,False,False,False,True
40,1,4255,4,5,3,1,400,54750,0.602663025,0.740774825,0.536945313,0.657976454,0.310153,0.310153,6,0,4.0,10.6375,0.63458990425,False,False,False,True
40,1,4755,4,3,2,1,700,87800,0.75637395,0.939430329,0.575510938,0.678427034,0.558543,0.558543,3,0,4.0,6.792857142857143,0.73743556275,True,False,False,False
55,0,3700,2,2,4,1,1250,61050,0.623252101,0.902406177,0.4938125,0.804001297,0.578058,0.478058,24,0,3.0,2.96,0.7058680187499999,False,False,True,False
62,0,4725,4,2,4,1,800,35400,0.752056303,0.89914033,0.746923438,0.820770773,0.512042,0.512042,5,0,3.1666666666666665,5.90625,0.804722711,False,False,False,True
70,1,5270,5,1,3,0,700,70650,0.726091597,0.854103071,0.5651375,0.7040493,0.527295,0.527295,8,0,3.0,7.5285714285714285,0.712345367,True,False,False,False
61,0,3753,1,7,4,1,500,73100,0.635502521,0.939452774,0.664450781,0.83936112,0.531626,0.531626,6,0,4.5,7.506,0.769691799,True,False,False,False
24,0,1735,6,4,1,1,600,30950,0.461464706,0.863081343,0.662124219,0.835738202,0.590555,0.490555,3,0,2.0,2.8916666666666666,0.7056021174999999,False,False,True,False
48,0,3240,2,2,4,1,700,33850,0.488831933,0.881183785,0.414485938,0.578364655,0.48942,0.48942,16,0,1.25,4.628571428571429,0.5907165777500001,True,False,False,False
53,1,4130,1,1,3,0,1900,68450,0.675740336,0.875437691,0.315810938,0.611280677,0.481424,0.481424,6,1,3.0,2.1736842105263157,0.6195674105000001,False,False,True,False
29,0,2685,1,2,4,0,900,52800,0.746144538,0.918073263,0.6699625,0.878257439,0.746066,0.846066,6,0,4.0,2.9833333333333334,0.803109435,True,False,False,False
24,1,2170,1,2,4,0,700,48800,0.743328571,0.866594092,0.5690875,0.713595186,0.495422,0.695422,4,0,2.25,3.1,0.72315133725,True,False,False,False
40,0,4530,4,2,3,1,1450,75550,0.671018487,0.881071557,0.721270313,0.889246845,0.665618,0.765618,3,0,9.0,3.1241379310344826,0.7906518004999998,False,False,False,True
42,0,4665,2,3,2,1,2400,69750,0.63697479,0.850747441,0.755566406,0.830688021,0.802175,0.602175,7,0,2.5,1.94375,0.7684941645000001,False,False,False,True
32,0,3860,2,3,2,1,2800,68550,0.742365546,0.93726432,0.814220313,0.877982768,0.775342,0.575342,5,1,3.0,1.3785714285714286,0.8429582367499999,True,False,False,False
30,1,5080,10,3,7,1,700,50550,0.703397479,0.901384899,0.573895312,0.793728945,0.848974,0.548974,2,0,1.0,7.257142857142857,0.7431016587499999,False,False,False,True
50,0,3525,4,2,3,1,600,67350,0.765921849,0.861005118,0.590175,0.811064021,0.797899,0.697899,2,1,2.0,5.875,0.757041497,False,False,False,True
41,0,3280,2,6,4,1,800,49500,0.867763866,0.914829862,0.606665625,0.770431541,0.525678,0.625678,16,0,2.5,4.1,0.7899227234999999,True,False,False,False
35,1,3540,3,7,2,1,400,81900,0.753707563,0.911294667,0.513436719,0.72781219,0.615704,0.615704,5,0,4.0,8.85,0.7265627847499999,False,False,False,True
46,0,3707,2,2,2,1,400,30200,0.633403361,0.876604866,0.655304687,0.796704119,0.711838,0.811838,10,0,4.5,9.2675,0.7405042582500001,True,False,False,False
41,0,3080,6,1,2,0,600,63400,0.856085714,0.910250943,0.567803125,0.836705968,0.507752,0.707752,4,0,4.0,5.133333333333334,0.7927114375000001,True,False,False,False
44,0,5045,8,6,4,1,1100,70200,0.796786555,0.8866942,0.547776563,0.620658851,0.484213,0.684213,6,0,2.0,4.586363636363636,0.71297904225,False,False,False,True
39,1,6070,2,6,3,1,900,56650,0.605610924,0.897984378,0.650678906,0.721365551,0.736582,0.736582,8,0,5.083333333333333,6.7444444444444445,0.71890993975,True,False,False,False
51,0,5765,2,7,4,1,900,62300,0.685692437,0.854226522,0.411191406,0.684415032,0.281372,0.581372,4,1,6.0,6.405555555555556,0.65888134925,False,False,False,True
40,1,3155,5,6,3,1,1100,69400,0.691373109,0.824991022,0.632052344,0.817184648,0.676574,0.676574,5,1,0.4166666666666667,2.868181818181818,0.74140028075,False,False,False,True
43,1,3170,2,7,4,1,1100,55500,0.548702521,0.91470641,0.604225,0.665592797,0.513814,0.813814,6,0,4.0,2.881818181818182,0.683306682,True,False,False,False
39,0,1600,4,7,3,1,600,49950,0.66860084,0.922719519,0.668144531,0.930924101,0.7431,0.7431,5,0,3.0,2.6666666666666665,0.7975972477500001,True,False,False,False
30,1,2280,7,4,3,1,1200,80750,0.681170588,0.939520111,0.609060938,0.953286254,0.784576,0.884576,6,1,7.5,1.9,0.7957594727499999,False,False,False,True
47,1,2510,4,4,2,1,600,42600,0.6759,0.829525049,0.3076875,0.611961792,0.624073,0.624073,2,0,4.0,4.183333333333334,0.60626858525,True,False,False,False
31,0,2195,3,2,3,0,800,58800,0.664326891,0.906895313,0.690141406,0.835193138,0.48582,0.68582,3,0,6.0,2.74375,0.7741391870000001,False,False,False,True
29,1,3650,1,5,2,1,1700,73450,0.693540336,0.872126953,0.637726562,0.768791217,0.576756,0.776756,2,1,3.0,2.1470588235294117,0.743046267,False,False,False,True
39,1,2085,7,1,1,1,500,50000,0.695770588,0.838402316,0.375836719,0.594727686,0.450777,0.650777,8,1,8.0,4.17,0.6261843272500001,True,False,False,False
44,1,2748,2,2,2,1,400,31450,0.528929412,0.883271234,0.134152344,0.550672516,0.48317,0.68317,5,0,7.166666666666667,6.87,0.5242563765,True,False,False,False
35,1,3165,2,2,3,0,500,54450,0.805104202,0.853048124,0.624099219,0.804429134,0.639877,0.839877,7,1,1.0,6.33,0.7716701697499999,True,False,False,False
39,1,2265,4,1,4,1,400,44600,0.579265546,0.845281918,0.296289063,0.393650565,0.439612,0.639612,9,1,4.0,5.6625,0.528621773,True,False,False,False
33,0,2980,2,3,3,1,1100,62600,0.767290756,0.854215299,0.547619531,0.585430801,0.536118,0.436118,8,1,2.4166666666666665,2.709090909090909,0.68863909675,False,True,False,False
46,1,5145,2,6,4,1,600,32900,0.66089916,0.875561142,0.748414063,0.756425889,0.45555,0.45555,6,1,2.0,8.575,0.7603250635000001,False,False,False,True
31,0,5070,2,2,4,1,500,31500,0.602817647,0.896895762,0.591513281,0.655708065,0.596864,0.696864,8,1,2.0,10.14,0.68673368875,True,False,False,False
40,1,2245,11,6,3,1,400,51850,0.674109244,0.746397468,0.564485156,0.578516109,0.330801,0.330801,6,1,1.0,5.6125,0.6408769942499999,False,False,False,True
45,0,3720,2,2,4,1,1000,32150,0.656177311,0.941630005,0.698247656,0.681877107,0.83541,0.63541,7,1,5.0,3.72,0.74448301975,True,False,False,False
44,0,1710,4,6,3,1,500,64800,0.68199916,0.918106931,0.668764063,0.882546072,0.795631,0.595631,6,1,1.0,3.42,0.7878540565000001,False,False,False,True
40,1,5611,3,2,4,0,800,53400,0.667032773,0.737374304,0.535375781,0.522141818,0.724965,0.524965,6,1,2.75,7.01375,0.615481169,False,False,True,False
29,0,1695,0,5,3,1,900,64400,0.697527731,0.901396121,0.650786719,0.888856659,0.607296,0.807296,2,1,2.3333333333333335,1.8833333333333333,0.7846418075,False,False,False,True
36,1,5612,1,0,1,1,700,80500,0.569546218,0.900161609,0.571002344,0.840963796,0.533084,0.533084,5,1,2.0,8.017142857142858,0.7204184917500001,True,False,False,False
48,1,5472,9,7,3,0,1200,73800,0.634294118,0.897928264,0.44641875,0.573510423,0.56487,0.56487,6,1,6.0,4.56,0.63803788875,True,False,False,False
33,1,3015,1,1,3,0,700,57600,0.595860504,0.867649039,0.392092188,0.586055442,0.74041,0.44041,6,1,2.0,4.307142857142857,0.6104142932500001,True,False,False,False
42,1,5065,8,5,3,1,900,70650,0.685152101,0.876604866,0.413032031,0.750939315,0.626442,0.526442,7,1,9.0,5.627777777777778,0.68143207825,False,False,True,False
59,0,4035,1,5,2,1,1300,67450,0.848789076,0.913572904,0.805228125,0.803030964,0.594294,0.494294,4,0,2.0,3.103846153846154,0.84265526725,True,False,False,False
58,1,3175,9,7,4,1,600,74400,0.751905042,0.932674178,0.723936719,0.728631925,0.714122,0.514122,6,0,6.0,5.291666666666667,0.784286966,True,False,False,False
31,1,5390,4,4,1,1,1000,53750,0.654981513,0.770032771,0.699623438,0.559196729,0.492079,0.592079,5,0,5.0,5.39,0.67095861275,False,False,False,True
37,1,2575,3,2,3,1,1200,75100,0.789789916,0.900228946,0.666075,0.904401667,0.740889,0.540889,6,1,3.0,2.1458333333333335,0.81512388225,False,False,False,True
39,1,2010,1,4,2,1,500,57900,0.716148739,0.812679565,0.682703906,0.805402034,0.643327,0.543327,3,1,0.8333333333333334,4.02,0.754233561,False,False,False,True
44,1,6685,7,4,1,1,3300,63950,0.777384034,0.95298752,0.692628125,0.747303561,0.65925,0.65925,6,1,4.0,2.025757575757576,0.79257581,True,False,False,False
22,0,3775,5,6,7,1,800,53650,0.74032437,0.860803106,0.408509375,0.61601597,0.409322,0.409322,6,1,6.5,4.71875,0.6564132052499999,True,False,False,False
57,0,2170,4,2,6,1,550,74650,0.663304202,0.87666098,0.822571094,0.815169539,0.833851,0.733851,6,1,5.0,3.9454545454545453,0.7944264537500001,False,False,False,True
58,0,3255,10,7,3,1,600,58350,0.635053782,0.909151104,0.295238281,0.696085554,0.37114,0.47114,16,0,0.4166666666666667,5.425,0.63388218025,True,False,False,False
30,0,3070,0,3,1,1,900,63600,0.773589076,0.803645179,0.842225,0.842327738,0.551196,0.451196,3,1,1.5,3.411111111111111,0.8154467482500001,False,False,False,True
40,1,3095,1,2,3,0,1100,46350,0.608101681,0.899117885,0.47920625,0.729856392,0.760033,0.560033,7,0,1.0,2.8136363636363635,0.679070552,True,False,False,False
40,0,3060,5,4,2,1,700,58750,0.759234454,0.881195008,0.623151562,0.83073765,0.820676,0.520676,3,0,3.0,4.371428571428571,0.7735796685,True,False,False,False
51,1,1560,1,2,3,1,800,79500,0.780520168,0.96748743,0.801351563,0.858545305,0.703626,0.503626,3,0,2.0,1.95,0.8519761164999999,False,False,False,True
30,0,3635,2,6,3,1,1000,57200,0.613263866,0.839591938,0.643339844,0.661678094,0.315565,0.515565,5,1,3.0,3.635,0.6894684355,False,False,False,True
36,1,8445,5,2,3,0,1300,92850,0.664122689,0.759819986,0.559328125,0.533921009,0.577638,0.577638,4,1,1.0,6.496153846153846,0.62929795225,True,False,False,False
61,0,4285,2,2,5,1,700,78050,0.853192437,0.885594362,0.708159375,0.763768417,0.559281,0.859281,4,0,5.0,6.121428571428571,0.8026786477500001,True,False,False,False
37,1,2015,9,7,2,1,400,73250,0.749429412,0.925996588,0.56675,0.795536982,0.468638,0.468638,7,1,1.0,5.0375,0.7594282454999999,False,False,False,True
33,0,5260,6,7,2,1,1100,73850,0.685001681,0.873271683,0.56661875,0.770552191,0.394362,0.494362,6,0,4.0,4.781818181818182,0.7238610762500001,True,False,False,False
37,0,3585,2,1,5,1,400,58300,0.692813445,0.906861645,0.484004688,0.655590838,0.764667,0.564667,5,0,3.0,8.9625,0.6848176539999999,True,False,False,False
36,0,3760,3,1,7,1,600,43700,0.636638655,0.87879332,0.573705469,0.660300461,0.683761,0.483761,4,1,3.0,6.266666666666667,0.6873594762499999,True,False,False,False
51,1,2747,1,1,1,1,900,67800,0.751351261,0.85860343,0.603684375,0.827922486,0.641983,0.641983,8,1,1.4166666666666667,3.0522222222222224,0.7603903879999999,True,False,False,False
51,0,2515,3,5,2,1,800,58800,0.638727731,0.755297181,0.616115625,0.512030332,0.398876,0.498876,4,1,2.0,3.14375,0.63054271725,True,False,False,False
37,0,3210,2,7,3,1,1000,48500,0.69027395,0.929408332,0.703599219,0.98080897,0.764969,0.764969,6,1,5.0,3.21,0.82602261775,False,False,False,True
45,0,5245,5,6,3,0,600,59950,0.585051261,0.94054139,0.680134375,0.736856652,0.841181,0.841181,2,0,3.0,8.741666666666667,0.7356459195,True,False,False,False
40,0,3675,3,2,8,1,900,48000,0.734895798,0.859793051,0.574622656,0.753312951,0.554974,0.754974,7,1,3.0,4.083333333333333,0.730656114,True,False,False,False
71,0,6760,2,6,4,0,600,79050,0.631287395,0.888860208,0.591432031,0.861748088,0.550328,0.650328,18,0,6.0,11.266666666666667,0.7433319305,False,True,False,False
55,1,6255,2,8,8,1,2100,77200,0.723034454,0.856370084,0.558491406,0.836351719,0.739356,0.539356,2,1,2.75,2.9785714285714286,0.74356191575,True,False,False,False
27,0,2357,1,1,2,1,900,41250,0.719779832,0.757541749,0.782399219,0.56927741,0.718242,0.418242,6,0,1.9166666666666665,2.618888888888889,0.7072495525,False,False,False,True
40,1,3205,1,6,4,1,700,83850,0.714234454,0.884528192,0.611628906,0.767804626,0.630238,0.730238,4,0,2.0,4.578571428571428,0.7445490445,True,False,False,False
45,1,2605,8,2,2,0,400,50350,0.717644538,0.85868199,0.601010938,0.660430523,0.803112,0.603112,9,1,3.0,6.5125,0.70944199725,False,False,True,False
45,0,3725,1,1,2,0,2600,82250,0.670994118,0.859860388,0.511611719,0.762465228,0.58452,0.58452,4,0,5.0,1.4326923076923077,0.70123286325,False,False,True,False
31,0,3925,2,2,6,1,2200,78650,0.334640336,0.87211573,0.356799219,0.781877877,0.366099,0.566099,5,1,3.0,1.7840909090909092,0.5863582905,True,False,False,False
38,1,5425,6,2,3,0,900,38000,0.701919328,0.855337583,0.310917969,0.664470155,0.637745,0.637745,2,0,5.0,6.027777777777778,0.6331612587500001,True,False,False,False
25,0,5035,2,6,4,1,600,71500,0.581705042,0.821590501,0.427940625,0.553683629,0.375842,0.575842,8,1,2.0,8.391666666666667,0.5962299492500001,True,False,False,False
60,1,4140,4,2,3,0,1300,80650,0.725389916,0.888972437,0.692520313,0.789620004,0.865516,0.565516,8,0,5.0,3.1846153846153844,0.7741256675,False,False,False,True
45,0,6685,7,1,3,0,400,41100,0.838963025,0.881150117,0.560532031,0.636173055,0.620301,0.520301,5,0,5.0,16.7125,0.729204557,True,False,False,False
38,0,3145,2,7,3,1,400,54550,0.799106723,0.881116448,0.66080625,0.723631373,0.489169,0.689169,2,1,2.0,7.8625,0.7661651985,True,False,False,False
31,1,3765,3,1,2,1,400,55750,0.692094118,0.890173281,0.539483594,0.59363157,0.461482,0.661482,4,0,7.0,9.4125,0.67884564075,True,False,False,False
41,1,5185,4,4,2,1,600,58400,0.693558824,0.892271952,0.39225625,0.628014214,0.501206,0.401206,4,0,1.0,8.641666666666667,0.65152531,True,False,False,False
43,0,3705,1,6,4,1,1050,75750,0.813428571,0.946242593,0.771839844,0.980058545,0.566146,0.766146,5,1,5.0,3.5285714285714285,0.8778923882499999,False,False,False,True
26,1,3345,4,4,1,1,400,59600,0.627837815,0.757620309,0.511171094,0.689888771,0.594526,0.594526,9,0,9.666666666666666,8.3625,0.64662949725,True,False,False,False
44,1,2160,1,2,3,1,600,64950,0.647182353,0.887861375,0.637849219,0.685230488,0.836626,0.636626,4,0,3.0,3.6,0.7145308587500001,True,False,False,False
40,0,4775,2,2,3,1,700,60350,0.637405882,0.96073128,0.6663125,0.844291507,0.550826,0.750826,14,1,10.0,6.821428571428571,0.77718529225,True,False,False,False
39,1,5035,2,4,2,1,400,31200,0.71550084,0.929329772,0.793198438,0.924387616,0.845904,0.645904,13,0,4.0,12.5875,0.8406041664999999,True,False,False,False
40,1,2420,0,2,3,1,400,73650,0.570127731,0.945097863,0.534557813,0.69529919,0.688799,0.388799,6,1,3.0833333333333335,6.05,0.68627064925,False,False,True,False
43,0,2675,2,5,2,1,700,49650,0.725231933,0.875561142,0.521260938,0.633519613,0.432958,0.632958,5,1,1.4166666666666667,3.8214285714285716,0.6888934064999999,True,False,False,False
56,1,3010,1,2,4,0,900,46000,0.59540084,0.899050548,0.617982031,0.763136931,0.563478,0.463478,11,1,1.0,3.3444444444444446,0.7188925875,True,False,False,False
29,1,3090,2,1,3,1,400,76550,0.773494118,0.91928533,0.442196875,0.682911615,0.766449,0.866449,5,1,1.4166666666666667,7.725,0.7044719845,True,False,False,False
63,0,2270,0,6,3,1,900,87800,0.767687395,0.799156042,0.84745,0.860097495,0.668963,0.668963,6,0,2.0,2.522222222222222,0.818597733,True,False,False,False
28,0,2757,2,2,3,0,400,54800,0.691354622,0.844058628,0.681642188,0.628341937,0.599791,0.599791,4,1,1.4166666666666667,6.8925,0.71134934375,True,False,False,False
24,1,3090,0,5,2,1,800,66800,0.717261345,0.776710361,0.7197125,0.664079112,0.650858,0.850858,4,0,1.4166666666666667,3.8625,0.7194408295,True,False,False,False
24,0,2442,1,2,4,0,500,49150,0.30862521,0.850814778,0.575553906,0.833774433,0.513049,0.713049,11,0,2.0,4.884,0.64219208175,True,False,False,False
54,0,8265,3,6,6,1,3050,86600,0.702815966,0.877749596,0.624315625,0.635947157,0.487507,0.587507,2,1,4.333333333333333,2.7098360655737705,0.7102070859999999,True,False,False,False
61,0,6505,7,7,3,1,799,72350,0.567289076,0.901396121,0.620666406,0.866690454,0.600016,0.400016,9,0,4.0,8.14142678347935,0.73901051425,False,False,False,True
54,1,8190,2,2,5,1,400,72550,0.693813445,0.975399533,0.735416406,0.957990743,0.90486,0.70486,4,0,3.0,20.475,0.84065503175,False,True,False,False
42,0,4255,1,3,3,1,550,72900,0.725768908,0.885684144,0.6793875,0.890462756,0.476377,0.476377,6,1,3.0,7.736363636363636,0.7953258269999999,False,True,False,False
48,1,5080,11,6,4,1,1199,74000,0.593171429,0.843014904,0.567523438,0.697733579,0.537396,0.637396,3,0,5.0,4.236864053377815,0.6753608375,False,False,True,False
38,1,5080,4,7,3,1,1300,56550,0.66682605,0.883304902,0.434110937,0.661108216,0.481397,0.681397,11,0,1.0833333333333333,3.9076923076923076,0.66133752625,True,False,False,False
26,1,4453,3,2,4,1,700,50250,0.820330252,0.905829143,0.7305,0.917625234,0.781892,0.781892,4,1,2.0,6.361428571428571,0.84357115725,True,False,False,False
56,0,4075,8,7,3,1,700,78050,0.788740336,0.921552343,0.696680469,0.856735557,0.51369,0.51369,6,0,5.0,5.821428571428571,0.81592717625,True,False,False,False
44,0,5110,2,2,5,1,600,55850,0.60417479,0.879971718,0.587540625,0.759875106,0.667065,0.567065,5,0,5.0,8.516666666666667,0.7078905597499999,True,False,False,False
33,0,1520,3,2,4,1,1000,47400,0.70192437,0.858738104,0.555116406,0.793019592,0.386389,0.586389,4,0,2.0833333333333335,1.52,0.727199618,True,False,False,False
29,0,3205,0,3,2,1,1200,63550,0.749995798,0.881026665,0.706690625,0.642225228,0.787334,0.487334,4,1,3.0833333333333335,2.6708333333333334,0.744984579,True,False,False,False
34,0,3230,2,7,4,1,1000,65050,0.720756303,0.958464266,0.660507813,0.735978731,0.4614,0.6614,6,1,4.0,3.23,0.76892677825,True,False,False,False
44,1,3065,5,2,4,0,700,54600,0.67702521,0.808257766,0.64296875,0.474567265,0.480745,0.580745,9,0,3.0,4.378571428571429,0.6507047477500001,False,False,False,True
55,0,5250,0,3,2,1,1700,62900,0.684969748,0.934997307,0.712882813,0.956103129,0.588426,0.888426,2,1,6.0,3.088235294117647,0.8222382492500001,True,False,False,False
58,0,2105,2,7,1,1,400,54100,0.537885714,0.917096876,0.624927344,0.714078641,0.623951,0.523951,2,1,4.083333333333333,5.2625,0.6984971437499999,True,False,False,False
28,1,5015,1,6,3,1,500,51400,0.686094958,0.863036452,0.436949219,0.741561141,0.707609,0.407609,8,0,4.0,10.03,0.6819104425,True,False,False,False
64,1,3675,8,3,2,0,700,79300,0.722046218,0.876649758,0.556317969,0.766662303,0.531144,0.831144,5,0,1.3333333333333333,5.25,0.7304190620000001,True,False,False,False
47,1,3675,8,1,3,1,850,67900,0.662940336,0.914762525,0.298876563,0.605406483,0.734159,0.734159,3,1,8.0,4.323529411764706,0.62049647675,True,False,False,False
45,0,3240,4,1,6,1,500,55800,0.788505042,0.929318549,0.48055625,0.717241208,0.808059,0.508059,5,0,4.0,6.48,0.7289052622500001,False,False,True,False
36,1,4095,1,3,3,1,1700,89700,0.74362605,0.899050548,0.510454688,0.666866894,0.496689,0.796689,3,1,3.0,2.4088235294117646,0.704999545,True,False,False,False
38,1,4510,1,7,2,1,600,50950,0.705713445,0.858648321,0.56204375,0.657977309,0.601496,0.601496,6,0,3.5,7.516666666666667,0.6960957062500001,False,False,False,True
44,0,4185,3,3,8,1,9800,81450,0.646139496,0.901216556,0.756098437,0.928600094,0.778479,0.878479,3,0,5.0,0.4270408163265306,0.80801364575,False,False,False,True
36,1,4790,3,2,4,0,900,62600,0.596826891,0.893472796,0.596435156,0.853792042,0.716861,0.816861,4,1,6.25,5.322222222222222,0.7351317212499999,True,False,False,False
30,0,3060,2,1,4,0,450,41200,0.753147899,0.8866942,0.795699219,0.944471113,0.596402,0.596402,8,1,1.25,6.8,0.84500310775,False,False,False,True
65,1,2615,3,1,2,0,400,60650,0.745238655,0.869781379,0.409388281,0.594447881,0.64765,0.74765,6,0,12.333333333333334,6.5375,0.6547140490000001,False,True,False,False
46,0,4755,8,6,4,1,500,51450,0.704795798,0.902428623,0.629658594,0.60900202,0.647475,0.847475,6,1,6.0,9.51,0.7114712587500001,False,True,False,False
41,0,1745,4,2,4,1,900,61500,0.75314958,0.975264859,0.714422656,0.798080897,0.942336,0.942336,5,1,1.0,1.9388888888888889,0.810229498,False,True,False,False
24,0,2525,1,4,2,1,900,51650,0.672442857,0.845147244,0.183250781,0.530657473,0.712836,0.412836,10,0,2.5,2.8055555555555554,0.55787458875,True,False,False,False
24,0,3555,3,1,6,1,900,46400,0.659470588,0.901340007,0.593907031,0.708034169,0.691505,0.691505,3,0,3.0,3.95,0.7156879487500001,False,False,False,True
24,0,3190,3,5,3,1,500,63600,0.751690756,0.831623721,0.801532813,0.855453759,0.758984,0.758984,5,1,3.0,6.38,0.81007526225,False,False,False,True
